Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type
L,300.2,311.6,1529.0,35.5,21.0,0,No Failure
M,300.2,311.6,1467.0,40.7,23.0,0,No Failure
L,300.1,311.5,1334.0,54.0,26.0,0,No Failure
M,300.1,311.5,1343.0,46.2,28.0,0,No Failure
L,300.2,311.5,1639.0,31.1,31.0,0,No Failure
H,300.1,311.5,1383.0,49.1,33.0,0,No Failure
L,300.1,311.4,1660.0,31.4,38.0,0,No Failure
L,300.1,311.3,1470.0,45.2,40.0,0,No Failure
M,300.1,311.3,1748.0,26.6,42.0,0,No Failure
L,300.1,311.4,1467.0,35.7,45.0,0,No Failure
M,300.1,311.4,1617.0,39.3,47.0,0,No Failure
H,300.1,311.4,1377.0,56.7,50.0,0,No Failure
M,300.0,311.3,1629.0,32.1,55.0,0,No Failure
L,300.0,311.2,1504.0,37.9,58.0,0,No Failure
L,300.0,311.2,1418.0,47.3,60.0,0,No Failure
L,300.0,311.2,1629.0,31.7,62.0,0,No Failure
L,300.1,311.3,2579.0,12.5,64.0,1,PWF
L,300.1,311.3,1305.0,64.7,66.0,0,No Failure
M,300.2,311.4,1450.0,38.5,68.0,0,No Failure
L,300.2,311.3,1487.0,36.9,71.0,0,No Failure
M,300.2,311.3,1587.0,31.2,73.0,0,No Failure
M,300.3,311.5,1528.0,40.9,76.0,0,No Failure
M,300.4,311.6,1401.0,49.9,79.0,0,No Failure
L,300.3,311.5,1446.0,45.0,82.0,0,No Failure
L,300.2,311.4,1425.0,44.2,84.0,0,No Failure
L,300.2,311.4,1891.0,22.6,86.0,0,No Failure
H,300.2,311.5,1454.0,42.8,88.0,0,No Failure
L,300.1,311.4,1430.0,40.9,93.0,0,No Failure
L,300.2,311.4,1495.0,43.6,95.0,0,No Failure
L,300.3,311.4,1544.0,41.6,97.0,0,No Failure
M,300.3,311.4,1554.0,34.3,99.0,0,No Failure
M,300.2,311.3,1491.0,37.3,102.0,0,No Failure
L,300.3,311.3,1525.0,40.7,105.0,0,No Failure
L,300.3,311.3,1505.0,39.6,107.0,0,No Failure
M,300.3,311.4,1371.0,50.2,109.0,0,No Failure
L,300.3,311.3,1332.0,60.5,112.0,0,No Failure
L,300.3,311.4,1471.0,37.0,114.0,0,No Failure
M,300.4,311.5,1750.0,27.3,116.0,0,No Failure
M,300.3,311.4,1386.0,48.1,119.0,0,No Failure
M,300.4,311.4,1355.0,56.2,122.0,0,No Failure
M,300.3,311.3,1377.0,53.8,125.0,0,No Failure
L,300.3,311.1,1388.0,49.4,128.0,0,No Failure
M,300.3,311.1,1350.0,58.7,130.0,0,No Failure
M,300.4,311.2,1831.0,23.4,133.0,0,No Failure
M,300.3,311.2,1381.0,65.2,136.0,1,PWF
M,300.3,311.2,1783.0,25.6,139.0,0,No Failure
L,300.3,311.0,1613.0,34.7,142.0,0,No Failure
M,300.2,311.0,2370.0,14.7,144.0,0,No Failure
L,300.2,311.0,1627.0,33.7,147.0,0,No Failure
L,300.2,311.0,1255.0,71.8,149.0,1,PWF
H,300.2,311.0,1777.0,27.5,151.0,0,No Failure
L,300.3,311.1,1606.0,30.9,156.0,0,No Failure
L,300.3,311.1,1676.0,28.6,158.0,0,No Failure
L,300.3,311.1,1605.0,37.1,160.0,0,No Failure
L,300.4,311.1,1487.0,37.4,162.0,0,No Failure
L,300.4,311.2,1471.0,46.5,164.0,0,No Failure
M,300.3,311.1,1477.0,44.2,166.0,0,No Failure
L,300.4,311.2,1530.0,32.0,169.0,0,No Failure
L,300.4,311.2,1673.0,28.9,171.0,0,No Failure
L,300.4,311.2,1436.0,56.8,173.0,0,No Failure
L,300.4,311.3,1495.0,51.2,175.0,0,No Failure
M,300.4,311.2,1366.0,56.1,177.0,0,No Failure
H,300.4,311.2,1489.0,45.3,180.0,0,No Failure
L,300.3,311.1,1480.0,46.6,185.0,0,No Failure
L,300.4,311.2,1472.0,37.3,187.0,0,No Failure
L,300.4,311.1,1397.0,50.8,189.0,0,No Failure
L,300.4,311.1,1589.0,35.5,191.0,0,No Failure
L,300.4,311.1,1405.0,54.1,193.0,0,No Failure
L,300.4,311.1,2013.0,20.1,195.0,0,No Failure
L,300.4,311.0,1802.0,26.0,197.0,0,No Failure
M,300.4,311.0,1433.0,46.1,199.0,0,No Failure
M,300.5,311.1,1296.0,61.3,202.0,1,OSF
M,300.5,311.2,1551.0,36.6,205.0,0,No Failure
L,300.5,311.2,1270.0,67.5,208.0,1,OSF
L,300.6,311.3,1531.0,38.5,0.0,0,No Failure
H,300.5,311.2,1397.0,45.2,2.0,0,No Failure
L,300.5,311.1,1547.0,37.2,7.0,0,No Failure
L,300.5,311.0,2074.0,18.9,9.0,0,No Failure
L,300.5,311.1,1491.0,42.6,11.0,0,No Failure
L,300.5,311.0,1759.0,28.3,13.0,0,No Failure
M,300.4,311.0,1595.0,35.4,15.0,0,No Failure
L,300.4,311.2,1351.0,62.0,18.0,0,No Failure
L,300.4,311.2,1705.0,28.7,20.0,0,No Failure
L,300.4,311.2,1406.0,43.6,22.0,0,No Failure
L,300.4,311.3,1639.0,34.6,24.0,0,No Failure
H,300.4,311.3,2026.0,20.3,26.0,0,No Failure
M,300.4,311.3,1350.0,56.5,31.0,0,No Failure
M,300.5,311.3,1468.0,41.1,34.0,0,No Failure
L,300.5,311.4,1642.0,27.1,37.0,0,No Failure
L,300.5,311.3,1490.0,41.8,39.0,0,No Failure
M,300.5,311.3,1507.0,43.4,41.0,0,No Failure
L,300.5,311.4,1611.0,32.7,44.0,0,No Failure
M,300.5,311.4,1743.0,27.6,46.0,0,No Failure
L,300.5,311.3,1475.0,46.3,49.0,0,No Failure
L,300.5,311.4,1432.0,47.5,51.0,0,No Failure
L,300.5,311.4,1442.0,47.0,53.0,0,No Failure
M,300.6,311.4,1468.0,40.4,55.0,0,No Failure
L,300.5,311.4,1556.0,45.3,58.0,0,No Failure
M,300.5,311.4,1312.0,51.4,60.0,0,No Failure
L,300.6,311.5,1459.0,47.0,63.0,0,No Failure
L,300.5,311.5,1651.0,36.9,65.0,0,No Failure
L,300.5,311.5,1490.0,38.4,67.0,0,No Failure
M,300.6,311.6,1473.0,31.5,69.0,0,No Failure
L,300.6,311.7,1734.0,29.9,72.0,0,No Failure
L,300.6,311.7,1507.0,45.5,74.0,0,No Failure
L,300.6,311.7,1556.0,34.9,76.0,0,No Failure
H,300.5,311.6,1351.0,53.5,78.0,0,No Failure
L,300.5,311.7,1445.0,44.8,83.0,0,No Failure
L,300.5,311.7,1619.0,32.7,85.0,0,No Failure
M,300.5,311.7,1269.0,64.0,87.0,0,No Failure
L,300.5,311.6,1534.0,37.7,90.0,0,No Failure
L,300.5,311.6,1444.0,49.3,92.0,0,No Failure
L,300.5,311.6,1744.0,26.8,94.0,0,No Failure
L,300.4,311.5,1441.0,44.6,96.0,0,No Failure
M,300.3,311.3,1506.0,40.7,98.0,0,No Failure
L,300.3,311.4,1526.0,38.5,101.0,0,No Failure
L,300.4,311.5,1704.0,29.7,103.0,0,No Failure
H,300.4,311.4,1445.0,52.4,105.0,0,No Failure
L,300.5,311.5,1661.0,35.9,110.0,0,No Failure
L,300.5,311.4,1466.0,41.8,112.0,0,No Failure
L,300.4,311.3,1608.0,35.1,114.0,0,No Failure
M,300.4,311.4,1352.0,57.3,116.0,0,No Failure
M,300.4,311.4,1604.0,31.7,119.0,0,No Failure
H,300.4,311.4,1427.0,50.7,122.0,0,No Failure
L,300.4,311.4,1424.0,44.6,127.0,0,No Failure
L,300.4,311.4,1662.0,29.3,129.0,0,No Failure
L,300.4,311.4,1936.0,23.9,131.0,0,No Failure
L,300.4,311.4,1728.0,31.7,133.0,0,No Failure
L,300.4,311.4,1552.0,28.8,135.0,0,No Failure
H,300.4,311.5,1662.0,29.0,137.0,0,No Failure
L,300.3,311.4,1343.0,57.7,142.0,0,No Failure
M,300.4,311.5,1476.0,32.6,144.0,0,No Failure
L,300.3,311.4,1346.0,51.1,147.0,0,No Failure
L,300.4,311.5,1492.0,44.6,149.0,0,No Failure
M,300.3,311.5,1540.0,41.5,151.0,0,No Failure
L,300.4,311.5,1596.0,32.5,154.0,0,No Failure
L,300.5,311.6,1541.0,47.8,156.0,0,No Failure
L,300.5,311.6,1661.0,30.0,158.0,0,No Failure
M,300.4,311.6,1359.0,55.4,160.0,0,No Failure
L,300.5,311.6,1528.0,42.4,163.0,0,No Failure
M,300.5,311.6,1246.0,52.9,165.0,0,No Failure
L,300.5,311.6,1575.0,32.5,168.0,0,No Failure
M,300.5,311.6,1658.0,30.4,170.0,0,No Failure
L,300.5,311.6,1385.0,54.8,173.0,0,No Failure
H,300.5,311.7,1454.0,50.3,175.0,0,No Failure
L,300.5,311.6,1497.0,40.5,180.0,0,No Failure
M,300.6,311.7,1424.0,50.8,182.0,0,No Failure
L,300.6,311.7,1528.0,43.9,185.0,0,No Failure
L,300.6,311.8,1539.0,37.0,187.0,0,No Failure
L,300.7,311.8,1336.0,58.4,189.0,1,OSF
L,300.5,311.6,1525.0,37.6,191.0,0,No Failure
M,300.5,311.6,1456.0,51.1,193.0,0,No Failure
M,300.5,311.7,2141.0,17.2,196.0,0,No Failure
M,300.5,311.6,1476.0,39.1,199.0,0,No Failure
L,300.5,311.6,1509.0,47.2,202.0,0,No Failure
L,300.5,311.6,1447.0,45.4,204.0,0,No Failure
L,300.6,311.7,1448.0,49.1,206.0,0,No Failure
L,300.6,311.7,1428.0,52.6,208.0,0,No Failure
M,300.6,311.7,1389.0,52.1,210.0,0,No Failure
L,300.7,311.7,1635.0,32.4,213.0,0,No Failure
L,300.7,311.7,1395.0,43.7,215.0,0,No Failure
L,300.7,311.8,1443.0,43.7,217.0,0,No Failure
M,300.7,311.7,1412.0,49.1,219.0,0,No Failure
L,300.7,311.7,1524.0,43.5,222.0,0,No Failure
M,300.7,311.8,1407.0,42.4,224.0,0,No Failure
L,300.8,311.7,1397.0,43.5,227.0,0,No Failure
M,300.7,311.7,1504.0,36.9,229.0,0,No Failure
M,300.7,311.7,2097.0,18.9,232.0,1,TWF
L,300.6,311.7,1553.0,39.8,0.0,0,No Failure
L,300.6,311.7,1432.0,39.2,2.0,0,No Failure
M,300.5,311.6,1577.0,36.5,4.0,0,No Failure
M,300.5,311.5,1370.0,56.1,7.0,0,No Failure
H,300.5,311.6,1506.0,36.2,10.0,0,No Failure
L,300.6,311.6,1964.0,21.4,15.0,0,No Failure
H,300.6,311.7,1500.0,36.7,17.0,0,No Failure
L,300.6,311.7,1488.0,47.7,22.0,0,No Failure
H,300.6,311.5,1282.0,60.2,24.0,0,No Failure
L,300.5,311.4,1400.0,45.1,29.0,0,No Failure
L,300.6,311.5,1419.0,38.6,31.0,0,No Failure
M,300.7,311.5,1441.0,40.6,33.0,0,No Failure
M,300.7,311.6,1348.0,62.5,36.0,0,No Failure
H,300.8,311.7,1468.0,38.7,39.0,0,No Failure
M,300.7,311.7,1701.0,30.8,44.0,0,No Failure
H,300.7,311.7,1864.0,23.6,47.0,0,No Failure
M,300.6,311.6,1630.0,31.8,52.0,0,No Failure
L,300.5,311.5,1316.0,49.7,55.0,0,No Failure
L,300.5,311.5,1708.0,31.2,57.0,0,No Failure
H,300.5,311.4,1679.0,27.5,59.0,0,No Failure
L,300.5,311.4,1709.0,32.3,64.0,0,No Failure
L,300.5,311.4,1445.0,41.5,66.0,0,No Failure
M,300.5,311.4,1390.0,51.9,68.0,0,No Failure
L,300.4,311.4,1309.0,55.5,71.0,0,No Failure
L,300.5,311.5,1499.0,37.6,73.0,0,No Failure
M,300.5,311.4,2072.0,18.8,75.0,0,No Failure
L,300.5,311.5,1487.0,43.0,78.0,0,No Failure
L,300.5,311.5,1302.0,49.6,80.0,0,No Failure
M,300.5,311.5,1378.0,48.2,82.0,0,No Failure
L,300.5,311.6,1365.0,53.0,85.0,0,No Failure
H,300.6,311.7,1427.0,44.6,87.0,0,No Failure
H,300.6,311.7,1535.0,33.3,92.0,0,No Failure
H,300.5,311.6,1476.0,41.7,97.0,0,No Failure
L,300.5,311.6,1425.0,42.4,102.0,0,No Failure
L,300.5,311.7,1409.0,54.7,104.0,0,No Failure
L,300.5,311.6,1730.0,30.2,106.0,0,No Failure
M,300.5,311.6,1454.0,41.4,108.0,0,No Failure
L,300.6,311.7,1744.0,26.9,111.0,0,No Failure
M,300.8,311.9,1761.0,29.0,113.0,0,No Failure
M,300.7,311.9,1657.0,30.9,116.0,0,No Failure
L,300.7,311.8,1420.0,47.0,119.0,0,No Failure
H,300.7,311.9,1329.0,59.2,121.0,0,No Failure
L,300.6,311.9,1472.0,44.2,126.0,0,No Failure
L,300.6,312.0,1566.0,30.1,128.0,0,No Failure
L,300.6,312.0,1430.0,42.7,130.0,0,No Failure
L,300.6,312.0,1481.0,40.9,132.0,0,No Failure
L,300.6,312.0,1670.0,29.4,134.0,0,No Failure
L,300.6,312.0,1406.0,55.1,136.0,0,No Failure
H,300.6,312.1,1354.0,46.9,138.0,0,No Failure
M,300.5,312.0,1985.0,19.3,143.0,0,No Failure
M,300.5,312.0,1263.0,60.8,146.0,0,No Failure
L,300.5,311.9,1576.0,31.1,149.0,0,No Failure
L,300.5,312.0,1453.0,45.1,151.0,0,No Failure
L,300.5,312.0,1478.0,39.0,153.0,0,No Failure
M,300.5,311.9,1323.0,57.9,155.0,0,No Failure
L,300.5,311.9,1710.0,28.4,158.0,0,No Failure
L,300.4,311.7,1314.0,59.5,160.0,0,No Failure
L,300.4,311.7,1460.0,39.6,162.0,0,No Failure
M,300.4,311.7,1508.0,45.4,164.0,0,No Failure
M,300.5,311.8,1331.0,55.3,167.0,0,No Failure
L,300.4,311.7,1515.0,47.4,170.0,0,No Failure
L,300.4,311.6,1674.0,33.0,172.0,0,No Failure
L,300.4,311.7,1444.0,51.2,174.0,0,No Failure
M,300.4,311.7,1398.0,42.6,176.0,0,No Failure
M,300.4,311.7,1832.0,24.2,179.0,0,No Failure
M,300.5,311.8,1591.0,42.0,182.0,0,No Failure
M,300.4,311.7,1478.0,39.9,185.0,0,No Failure
M,300.4,311.8,1362.0,47.6,188.0,0,No Failure
L,300.5,311.8,1368.0,57.9,191.0,1,OSF
M,300.3,311.7,1723.0,28.3,193.0,0,No Failure
L,300.4,311.8,1689.0,30.8,196.0,0,No Failure
L,300.4,311.8,1272.0,59.2,198.0,1,OSF
M,300.4,311.7,1511.0,33.0,200.0,0,No Failure
H,300.4,311.6,1715.0,30.8,203.0,0,No Failure
M,300.3,311.5,1400.0,43.8,0.0,0,No Failure
L,300.4,311.6,1200.0,76.6,3.0,1,PWF
M,300.4,311.7,1555.0,38.7,5.0,0,No Failure
H,300.3,311.6,1427.0,56.2,8.0,0,No Failure
L,300.3,311.4,1318.0,52.7,13.0,0,No Failure
H,300.2,311.4,1319.0,54.6,15.0,0,No Failure
M,300.2,311.4,1960.0,20.9,20.0,0,No Failure
L,300.3,311.5,1552.0,38.9,23.0,0,No Failure
L,300.3,311.5,1548.0,32.2,25.0,0,No Failure
L,300.3,311.6,1709.0,29.5,27.0,0,No Failure
H,300.3,311.5,1464.0,41.0,29.0,0,No Failure
L,300.3,311.4,1759.0,24.8,34.0,0,No Failure
L,300.3,311.5,1634.0,31.9,36.0,0,No Failure
L,300.3,311.5,1663.0,33.6,38.0,0,No Failure
M,300.3,311.5,1445.0,47.3,40.0,0,No Failure
L,300.3,311.5,1695.0,25.6,43.0,0,No Failure
L,300.4,311.6,1517.0,39.0,45.0,0,No Failure
L,300.5,311.7,1811.0,26.8,47.0,0,No Failure
L,300.4,311.6,1815.0,23.5,49.0,0,No Failure
L,300.4,311.7,1513.0,40.0,51.0,0,No Failure
M,300.4,311.6,1518.0,36.4,53.0,0,No Failure
L,300.3,311.5,1667.0,28.8,56.0,0,No Failure
L,300.3,311.5,1403.0,60.1,58.0,0,No Failure
L,300.2,311.5,1383.0,42.1,60.0,0,No Failure
L,300.3,311.5,1466.0,46.2,62.0,0,No Failure
L,300.3,311.5,1378.0,47.5,64.0,0,No Failure
M,300.2,311.5,1547.0,40.9,66.0,0,No Failure
L,300.2,311.5,1495.0,38.5,69.0,0,No Failure
L,300.1,311.4,1729.0,29.3,71.0,0,No Failure
L,300.1,311.4,1418.0,47.7,73.0,0,No Failure
H,300.1,311.4,1485.0,40.4,75.0,0,No Failure
L,300.1,311.5,1434.0,40.8,80.0,0,No Failure
M,300.2,311.6,1415.0,55.8,82.0,0,No Failure
H,300.1,311.6,1674.0,29.6,85.0,0,No Failure
L,300.1,311.5,1454.0,52.4,90.0,0,No Failure
L,300.0,311.4,1476.0,39.0,92.0,0,No Failure
L,300.0,311.5,1812.0,28.3,94.0,0,No Failure
L,300.0,311.4,1374.0,41.9,96.0,0,No Failure
M,300.1,311.4,1524.0,40.6,98.0,0,No Failure
L,300.0,311.4,1383.0,49.6,101.0,0,No Failure
L,299.9,311.3,1429.0,58.2,103.0,0,No Failure
M,299.8,311.3,1517.0,41.2,105.0,0,No Failure
M,299.9,311.4,1480.0,44.9,108.0,0,No Failure
L,299.9,311.4,1706.0,28.8,111.0,0,No Failure
L,300.0,311.5,1349.0,48.6,113.0,0,No Failure
M,300.0,311.5,1451.0,49.0,115.0,0,No Failure
L,299.9,311.4,1627.0,36.7,118.0,0,No Failure
M,300.0,311.4,1537.0,35.4,120.0,0,No Failure
L,300.1,311.5,2218.0,17.0,123.0,0,No Failure
M,300.0,311.4,1466.0,39.0,125.0,0,No Failure
L,300.0,311.5,1666.0,32.0,128.0,0,No Failure
L,300.0,311.5,1455.0,41.7,130.0,0,No Failure
L,300.0,311.4,1927.0,24.6,132.0,0,No Failure
M,299.9,311.3,1703.0,28.4,134.0,0,No Failure
L,299.8,311.2,1533.0,35.9,137.0,0,No Failure
H,299.8,311.3,1785.0,25.4,139.0,0,No Failure
L,299.8,311.2,2142.0,16.6,144.0,0,No Failure
L,299.8,311.2,1369.0,46.2,146.0,0,No Failure
M,299.8,311.2,1706.0,29.2,148.0,0,No Failure
L,299.9,311.3,1802.0,24.4,151.0,0,No Failure
H,299.9,311.3,1413.0,41.8,153.0,0,No Failure
L,300.0,311.3,1484.0,53.2,158.0,0,No Failure
L,299.9,311.3,1535.0,38.1,160.0,0,No Failure
M,299.9,311.2,1579.0,35.5,162.0,0,No Failure
L,299.8,311.1,1300.0,64.2,165.0,0,No Failure
M,299.8,311.1,1452.0,44.3,167.0,0,No Failure
M,299.8,311.1,1562.0,35.7,170.0,0,No Failure
L,299.8,311.2,1664.0,28.3,173.0,0,No Failure
H,299.9,311.2,1495.0,35.8,175.0,0,No Failure
M,300.0,311.4,1533.0,42.6,180.0,0,No Failure
L,300.0,311.4,1484.0,37.0,183.0,0,No Failure
L,300.0,311.4,1604.0,38.7,185.0,0,No Failure
L,300.0,311.4,1483.0,45.6,187.0,0,No Failure
L,300.1,311.5,1549.0,34.7,189.0,0,No Failure
L,300.1,311.4,1604.0,35.0,191.0,0,No Failure
L,300.2,311.5,1685.0,31.0,193.0,0,No Failure
L,300.2,311.6,1372.0,49.2,195.0,0,No Failure
L,300.3,311.6,1374.0,47.4,197.0,0,No Failure
L,300.2,311.6,1606.0,31.0,199.0,0,No Failure
L,300.1,311.5,1471.0,47.2,201.0,0,No Failure
L,300.1,311.5,1659.0,31.1,203.0,0,No Failure
M,300.1,311.7,1400.0,48.5,205.0,0,No Failure
L,300.1,311.7,1503.0,42.6,208.0,0,No Failure
L,300.2,311.8,1798.0,23.2,210.0,0,No Failure
M,300.2,311.6,1608.0,35.0,212.0,0,No Failure
L,300.2,311.6,1322.0,50.9,215.0,0,No Failure
H,300.2,311.6,1547.0,37.7,217.0,0,No Failure
M,300.3,311.7,1374.0,47.9,222.0,1,TWF
M,300.3,311.7,1447.0,36.8,0.0,0,No Failure
L,300.4,311.7,1373.0,47.2,3.0,0,No Failure
L,300.3,311.7,1515.0,37.5,5.0,0,No Failure
L,300.3,311.7,1317.0,56.5,7.0,0,No Failure
L,300.3,311.8,1551.0,37.2,9.0,0,No Failure
M,300.3,311.8,1592.0,32.1,11.0,0,No Failure
L,300.4,311.8,1433.0,42.2,14.0,0,No Failure
L,300.5,311.9,1432.0,43.1,16.0,0,No Failure
L,300.5,311.9,1350.0,51.7,18.0,0,No Failure
M,300.5,311.9,1370.0,44.8,20.0,0,No Failure
L,300.5,312.0,1415.0,44.6,23.0,0,No Failure
L,300.5,312.0,1498.0,42.9,25.0,0,No Failure
M,300.5,312.0,1382.0,54.1,27.0,0,No Failure
M,300.5,311.9,1511.0,44.5,30.0,0,No Failure
L,300.5,311.9,1330.0,59.5,33.0,0,No Failure
L,300.5,311.9,1383.0,50.5,35.0,0,No Failure
L,300.5,311.9,1431.0,49.4,37.0,0,No Failure
L,300.5,312.0,1461.0,38.1,39.0,0,No Failure
M,300.5,312.0,1779.0,27.7,46.0,0,No Failure
M,300.6,312.1,1293.0,52.3,49.0,0,No Failure
L,300.6,312.2,1308.0,54.7,52.0,0,No Failure
L,300.6,312.3,1532.0,37.2,54.0,0,No Failure
L,300.7,312.4,1470.0,38.6,56.0,0,No Failure
L,300.7,312.3,1548.0,37.9,58.0,0,No Failure
L,300.7,312.3,1898.0,24.0,60.0,0,No Failure
H,300.7,312.2,1335.0,49.0,62.0,0,No Failure
L,300.7,312.3,1420.0,53.8,67.0,0,No Failure
L,300.7,312.3,1418.0,49.0,69.0,0,No Failure
M,300.8,312.3,1535.0,40.3,71.0,0,No Failure
H,300.7,312.4,1457.0,47.2,74.0,0,No Failure
L,300.8,312.4,1493.0,39.1,79.0,0,No Failure
H,300.7,312.3,1670.0,27.3,81.0,0,No Failure
H,300.7,312.3,1446.0,45.4,86.0,0,No Failure
L,300.8,312.4,1465.0,59.1,91.0,1,PWF
L,300.7,312.3,1590.0,36.3,93.0,0,No Failure
M,300.6,312.2,2174.0,18.5,95.0,0,No Failure
L,300.7,312.4,1590.0,37.9,98.0,0,No Failure
L,300.7,312.3,1577.0,33.2,100.0,0,No Failure
M,300.7,312.4,1371.0,61.7,102.0,0,No Failure
L,300.8,312.4,1767.0,25.6,105.0,0,No Failure
L,300.8,312.5,1517.0,39.2,107.0,0,No Failure
M,300.9,312.6,1555.0,40.6,109.0,0,No Failure
L,300.9,312.7,1416.0,43.8,112.0,0,No Failure
M,300.8,312.6,1588.0,35.6,114.0,0,No Failure
L,300.8,312.6,1422.0,50.0,117.0,0,No Failure
L,300.8,312.6,1376.0,53.6,119.0,0,No Failure
L,300.8,312.5,1434.0,50.7,121.0,0,No Failure
L,300.8,312.5,1423.0,47.3,123.0,0,No Failure
L,300.9,312.4,1364.0,52.5,125.0,0,No Failure
L,300.8,312.4,1825.0,23.8,127.0,0,No Failure
L,300.8,312.4,1365.0,44.5,129.0,0,No Failure
M,300.7,312.3,1430.0,47.2,131.0,0,No Failure
L,300.8,312.3,1435.0,44.8,134.0,0,No Failure
M,300.8,312.4,1811.0,25.1,136.0,0,No Failure
M,300.8,312.4,1465.0,43.7,139.0,0,No Failure
L,300.9,312.4,1372.0,51.0,142.0,0,No Failure
L,300.8,312.3,1858.0,26.3,144.0,0,No Failure
L,300.7,312.3,1715.0,26.8,146.0,0,No Failure
L,300.7,312.2,1590.0,38.5,148.0,0,No Failure
M,300.8,312.2,1664.0,25.7,150.0,0,No Failure
L,300.7,312.1,1512.0,36.9,153.0,0,No Failure
L,300.7,312.1,1498.0,44.0,155.0,0,No Failure
L,300.7,312.1,1395.0,41.9,157.0,0,No Failure
H,300.7,312.1,1490.0,43.1,159.0,0,No Failure
H,300.8,312.1,1527.0,35.1,164.0,0,No Failure
L,300.8,312.1,1512.0,37.1,169.0,0,No Failure
L,300.9,312.1,1474.0,42.4,171.0,0,No Failure
L,300.8,312.1,1505.0,41.3,173.0,0,No Failure
L,300.8,312.0,1496.0,40.0,175.0,0,No Failure
L,300.8,312.0,1382.0,49.3,177.0,0,No Failure
L,300.7,311.9,1419.0,47.7,179.0,0,No Failure
L,300.7,311.9,1462.0,39.7,181.0,0,No Failure
M,300.8,312.0,1450.0,45.0,183.0,0,No Failure
H,300.7,311.9,1389.0,46.5,186.0,0,No Failure
M,300.7,311.9,1697.0,28.2,191.0,0,No Failure
L,300.7,311.9,1335.0,57.1,194.0,1,OSF
L,300.7,311.9,1476.0,42.0,196.0,0,No Failure
L,300.6,311.7,1497.0,43.6,198.0,0,No Failure
M,300.6,311.6,1669.0,29.2,200.0,0,No Failure
L,300.6,311.6,1455.0,48.0,203.0,0,No Failure
L,300.7,311.7,1499.0,38.4,205.0,0,No Failure
L,300.7,311.8,1478.0,41.9,207.0,0,No Failure
L,300.8,311.8,1928.0,21.8,209.0,0,No Failure
M,300.8,311.9,1621.0,28.3,211.0,0,No Failure
M,300.8,311.9,1356.0,44.3,214.0,0,No Failure
L,300.8,311.7,1490.0,46.4,217.0,0,No Failure
L,300.8,311.7,1578.0,31.4,219.0,0,No Failure
L,300.8,311.7,1681.0,31.3,221.0,0,No Failure
L,300.8,311.8,1417.0,43.4,223.0,0,No Failure
M,300.7,311.7,1532.0,40.0,0.0,0,No Failure
M,300.7,311.7,1499.0,38.9,3.0,0,No Failure
L,300.8,311.7,1432.0,45.8,6.0,0,No Failure
L,300.8,311.7,1753.0,29.0,8.0,0,No Failure
L,300.8,311.7,1414.0,49.0,10.0,0,No Failure
L,300.8,311.7,1655.0,32.2,12.0,0,No Failure
L,300.8,311.6,1516.0,35.6,14.0,0,No Failure
L,300.8,311.7,1426.0,45.5,16.0,0,No Failure
L,300.8,311.7,1479.0,39.4,18.0,0,No Failure
M,300.7,311.5,1569.0,36.4,20.0,0,No Failure
L,300.8,311.6,1568.0,36.0,23.0,0,No Failure
M,300.9,311.8,1843.0,24.5,25.0,0,No Failure
M,300.9,311.9,1480.0,40.9,28.0,0,No Failure
L,301.0,312.0,1447.0,36.8,31.0,0,No Failure
L,301.0,311.9,1454.0,41.9,33.0,0,No Failure
M,300.9,311.9,1310.0,56.1,35.0,0,No Failure
H,300.9,311.9,1513.0,38.0,38.0,0,No Failure
H,300.9,311.9,2140.0,16.5,43.0,0,No Failure
L,301.0,312.1,1377.0,49.9,48.0,0,No Failure
L,301.0,312.1,1585.0,32.3,50.0,0,No Failure
H,301.1,312.2,1491.0,42.6,52.0,0,No Failure
L,301.0,312.2,1264.0,59.0,57.0,0,No Failure
L,301.0,312.2,1372.0,47.0,59.0,0,No Failure
L,301.0,312.2,1510.0,39.9,61.0,0,No Failure
L,300.9,312.1,1423.0,40.2,63.0,0,No Failure
L,301.1,312.3,1464.0,35.3,65.0,0,No Failure
L,301.0,312.2,1602.0,35.9,67.0,0,No Failure
M,301.0,312.2,1629.0,32.6,69.0,0,No Failure
L,300.9,312.2,1811.0,23.2,72.0,0,No Failure
L,300.9,312.1,1711.0,28.8,74.0,0,No Failure
M,300.9,312.1,1297.0,48.6,76.0,0,No Failure
L,301.0,312.1,1405.0,46.1,79.0,0,No Failure
L,301.1,312.2,1397.0,54.9,81.0,0,No Failure
L,301.1,312.3,1682.0,29.7,83.0,0,No Failure
L,301.2,312.3,1528.0,38.4,85.0,0,No Failure
M,301.2,312.3,1548.0,38.3,87.0,0,No Failure
H,301.2,312.4,1395.0,47.8,90.0,0,No Failure
L,301.2,312.4,1378.0,59.0,95.0,0,No Failure
L,301.2,312.4,1480.0,53.5,97.0,0,No Failure
M,301.2,312.4,1428.0,36.6,99.0,0,No Failure
M,301.2,312.4,1505.0,39.6,102.0,0,No Failure
L,301.0,312.3,1445.0,36.4,105.0,0,No Failure
L,301.0,312.3,1488.0,42.6,107.0,0,No Failure
L,301.0,312.2,1601.0,33.0,109.0,0,No Failure
L,301.0,312.3,1550.0,34.9,111.0,0,No Failure
L,301.0,312.2,1540.0,34.1,113.0,0,No Failure
